filename,width,height,class,xmin,ymin,xmax,ymax
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,240,99,313,177
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,0,341,86,640
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,367,81,411,128
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,569,61,597,90
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,416,60,457,106
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,410,310,588,640
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,461,56,490,87
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,549,131,610,186
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,553,50,587,75
North-Drive-1_mp4-158_jpg.rf.a92c22b96d365843e65e409bd80ed503.jpg,640,640,car,443,234,533,350
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,316,186,443,348
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,144,201,296,392
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,92,163,231,307
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,279,86,348,161
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,465,196,549,347
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,356,86,404,131
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,532,124,592,182
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,440,63,466,95
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,461,138,537,197
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,356,144,408,194
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,464,50,492,85
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,282,180,359,280
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,truck,408,98,463,251
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,473,138,534,239
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,491,55,500,81
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,604,121,640,173
North-Drive-2_mp4-240_jpg.rf.ab45bab15749dd46a6fc304f62748792.jpg,640,640,car,567,59,597,89
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,342,212,441,349
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,451,236,539,389
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,401,169,468,261
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,439,63,466,95
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,491,169,554,285
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,537,148,584,219
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,459,62,496,99
00-Raw_vid_mp4-852_jpg.rf.a24535687a935abb3ab47933240bfad6.jpg,640,640,car,606,125,640,172
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,489,174,555,280
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,353,235,455,398
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,279,88,349,164
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,jeepney,521,121,593,198
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,438,63,467,96
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,363,71,414,126
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,473,83,508,129
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,599,118,640,174
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,469,54,494,85
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,512,89,546,137
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,536,65,563,97
00-Raw_vid_mp4-1061_jpg.rf.a36a64793418f605050c14b33b21f629.jpg,640,640,car,511,64,537,103
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,354,240,454,402
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,517,142,576,223
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,441,63,469,96
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,364,74,414,127
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,469,55,494,88
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,279,88,348,162
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,507,69,534,103
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,543,74,573,114
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,544,56,570,74
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,jeepney,602,122,638,175
00-Raw_vid_mp4-1055_jpg.rf.aefdf1d6974d320c10d6293faa60bd42.jpg,640,640,car,449,466,640,640
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,437,125,498,211
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,332,205,437,325
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,365,261,477,535
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,471,199,555,342
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,396,72,449,117
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,462,54,490,84
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,motorcycle,197,119,224,190
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,502,129,559,199
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,516,84,553,129
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,425,60,457,92
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,556,117,617,178
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,510,74,542,106
North-Drive-1_mp4-88_jpg.rf.a5c847e55dd5f4c69142f1bbb05541d2.jpg,640,640,car,570,503,639,637
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,125,181,267,350
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,164,267,321,460
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,441,215,534,393
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,239,467,399,640
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,bus,325,105,417,233
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,408,182,505,280
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,van,492,89,536,160
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,280,90,347,163
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,448,132,503,204
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,533,76,560,121
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,426,106,472,167
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,509,65,535,90
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,van,442,64,476,116
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,558,118,625,184
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,471,51,493,89
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,407,78,447,132
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,car,364,73,414,107
00-Raw_vid_mp4-1162_jpg.rf.a329d426aaba27857518a3fd5a2ba5d9.jpg,640,640,jeepney,496,456,640,640
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,305,167,439,343
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,430,138,505,231
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,428,235,528,416
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,243,99,314,176
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,533,117,599,190
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,121,143,258,303
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,531,52,567,72
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,479,97,526,167
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,527,85,557,124
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,420,60,455,106
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,334,149,407,210
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,car,451,46,490,87
00-Raw_vid_mp4-231_jpg.rf.a891250e10d7b5f8c9d3d3fd04d98fa5.jpg,640,640,motorcycle,196,119,220,153
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,258,230,385,374
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,389,183,469,294
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,141,222,276,373
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,421,242,523,399
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,279,85,347,159
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,356,68,411,126
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,van,488,143,548,273
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,440,62,467,94
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,537,146,575,217
North-Drive-2_mp4-362_jpg.rf.a73052e74e0ac125f47c696652d308c4.jpg,640,640,car,476,54,501,84
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,348,225,446,442
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,279,85,348,157
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,431,90,478,155
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,494,85,524,127
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,343,74,396,133
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,476,56,498,82
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,401,73,438,114
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,545,133,609,189
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,440,61,467,94
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,528,56,560,89
North-Drive-2_mp4-484_jpg.rf.a8ec66412f137eb0765bb02957d46406.jpg,640,640,car,604,120,640,175
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,101,208,273,421
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,280,87,350,161
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,515,123,583,186
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,440,64,471,95
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,356,85,402,130
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,343,320,597,640
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,264,180,341,289
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,510,78,541,129
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,462,50,496,87
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,440,145,505,222
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,truck,321,129,436,349
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,478,151,539,252
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,452,226,542,400
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,van,0,530,146,640
North-Drive-2_mp4-252_jpg.rf.a6bc66912c352aa52ffde5318ce5dc1a.jpg,640,640,car,605,120,640,177
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,224,316,387,551
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,267,193,375,315
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,479,142,556,258
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,436,275,532,472
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,287,124,375,208
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,486,84,518,127
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,556,64,584,97
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,468,58,496,88
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,409,63,452,109
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,447,64,470,94
North-Drive-1_mp4-436_jpg.rf.a70d3ee580ceed933ad78f9cc75b0296.jpg,640,640,car,228,594,433,640
00-Raw_vid_mp4-834_jpg.rf.aece229b27abcc72fb9267d2dd30174f.jpg,640,640,car,341,212,443,349
00-Raw_vid_mp4-834_jpg.rf.aece229b27abcc72fb9267d2dd30174f.jpg,640,640,car,450,234,538,388
00-Raw_vid_mp4-834_jpg.rf.aece229b27abcc72fb9267d2dd30174f.jpg,640,640,car,407,163,472,259
00-Raw_vid_mp4-834_jpg.rf.aece229b27abcc72fb9267d2dd30174f.jpg,640,640,car,439,62,465,94
00-Raw_vid_mp4-834_jpg.rf.aece229b27abcc72fb9267d2dd30174f.jpg,640,640,car,491,165,557,279
00-Raw_vid_mp4-834_jpg.rf.aece229b27abcc72fb9267d2dd30174f.jpg,640,640,car,468,53,493,84
00-Raw_vid_mp4-834_jpg.rf.aece229b27abcc72fb9267d2dd30174f.jpg,640,640,car,537,146,581,218
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,525,414,640,640
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,229,197,341,330
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,278,86,349,158
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,359,135,422,212
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,389,219,508,469
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,413,106,460,161
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,416,149,485,249
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,401,73,437,112
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,493,122,543,212
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,0,396,137,640
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,476,53,499,82
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,558,78,586,121
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,440,61,466,93
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,486,101,526,155
North-Drive-2_mp4-533_jpg.rf.aafb1f96685b4972a57854395e6baf8d.jpg,640,640,car,347,86,392,134
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,0,322,53,557
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,446,242,535,400
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,418,474,639,640
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,227,152,334,298
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,304,206,425,390
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,jeepney,500,131,563,224
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,van,536,66,563,106
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,454,133,515,194
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,333,139,396,218
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,bus,430,77,487,158
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,278,87,348,160
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,385,99,446,164
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,405,146,458,234
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,491,97,526,135
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,520,87,545,128
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,364,69,415,125
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,470,52,493,78
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,441,62,463,79
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,578,128,636,180
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,487,86,502,129
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,485,115,522,140
00-Raw_vid_mp4-1139_jpg.rf.ad55d222eb2b0f58bbd6728776fb0849.jpg,640,640,car,511,57,540,90
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,174,167,296,315
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,278,87,351,161
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,295,216,399,365
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,413,239,507,393
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,401,166,474,253
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,319,156,399,238
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,407,92,452,141
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,475,101,518,150
North-Drive-2_mp4-147_jpg.rf.a95d98e35a8d603ce798d3e1b7b9bbd6.jpg,640,640,car,440,63,470,94
